# CRIM, ZN, INDUS, CHAS, NOX, RM, AGE, DIS, RAD, TAX, PTRATIO, B, LSTAT, Y
-0.39624108,0.45650813,-0.76993132,-0.27259857,-1.06851875,0.61739808,-1.81625269,1.91643039,-0.29308074,-0.46467259,0.29797709,0.40640456,-0.85408773,26.20000000
-0.39813552,-0.48772236,-0.07978012,3.66839786,-0.56749561,-0.46249320,0.83656597,0.03900751,-0.63796180,-0.77945458,0.06679585,0.40103202,0.64717349,21.70000000
-0.40603814,2.94584308,-1.34627324,-0.27259857,-1.22400869,-0.49668500,-1.74513155,3.22806892,-0.63796180,-0.44091546,1.63882832,0.21233542,-0.99285977,20.60000000
-0.36771617,-0.48772236,-0.07978012,3.66839786,-0.56749561,-1.34008294,1.11749449,0.03800924,-0.63796180,-0.77945458,0.06679585,0.44105193,1.46298491,20.00000000
0.84306011,-0.48772236,1.01599907,-0.27259857,1.07378711,0.70857624,0.79033722,-0.93911203,1.66124525,1.53092646,0.80657583,-3.67420069,1.84145413,7.50000000
-0.41617754,0.26337008,-1.42360519,-0.27259857,-1.19722987,1.16731633,-0.32270868,2.58023586,-0.75292215,-1.14175084,0.06679585,0.40092238,-0.64522879,33.00000000
0.68929598,-0.48772236,1.01599907,-0.27259857,1.36749033,0.63164467,0.90768711,-0.61747727,1.66124525,1.53092646,0.80657583,-3.83745999,0.84902374,14.90000000
-0.30716158,-0.48772236,-0.43725801,-0.27259857,-0.14421743,-0.33854789,0.71921608,0.31296275,-0.63796180,-0.60127610,1.17646583,-0.55144179,0.64857523,14.80000000
0.54417035,-0.48772236,1.01599907,3.66839786,0.97876548,-0.58358918,0.74766454,-1.26706919,1.66124525,1.53092646,0.80657583,-0.09642091,-0.52888455,50.00000000
-0.40877559,-0.48772236,-1.26602310,-0.27259857,-0.57613394,-0.96967169,0.75477665,-0.38369072,-0.75292215,-1.27835435,-0.30309415,0.37636222,0.18600175,26.40000000
-0.40811772,0.41358857,-0.80203138,-0.27259857,-0.99941211,-0.45821922,-0.81344457,1.43545190,-0.63796180,-0.98139020,-0.76545664,0.42635969,0.11170964,19.70000000
0.05864260,-0.48772236,1.23194490,-0.27259857,2.73234648,-1.16342527,1.11749449,-1.13292002,-0.52300145,-0.03110494,-1.73641788,0.44105193,1.92976361,15.60000000
-0.39539224,-0.48772236,-0.07978012,-0.27259857,-0.56749561,-0.14621897,-0.93079446,0.07147523,-0.63796180,-0.77945458,0.06679585,0.40519848,-0.44618202,25.00000000
0.18723291,-0.48772236,1.01599907,3.66839786,1.85987514,-0.22457520,0.52718899,-0.50975862,1.66124525,1.53092646,0.80657583,0.42493433,-0.16443271,22.70000000
-0.27494326,-0.48772236,-0.43725801,-0.27259857,-0.14421743,-0.20320532,0.82234174,0.08644935,-0.63796180,-0.60127610,1.17646583,0.44105193,0.85042548,15.20000000
-0.40789067,1.44365820,-1.12303194,-0.27259857,-1.01668877,0.94934355,-1.67401041,1.27625077,-0.52300145,-0.06080135,-1.50523663,0.23031696,-1.05874145,37.00000000
-0.41678185,3.80423444,-1.43235975,-0.27259857,-1.24128535,0.75701463,-0.99835954,2.15330683,-0.52300145,-0.90417952,-1.55147288,0.39719450,-1.21994130,31.60000000
-0.37469428,-0.48772236,-0.07978012,3.66839786,-0.56749561,-1.25460342,0.71210397,-0.06181828,-0.63796180,-0.77945458,0.06679585,0.42285110,1.58773958,19.30000000
-0.16752017,-0.48772236,1.23194490,-0.27259857,2.73234648,-0.93547988,1.11749449,-1.08310134,-0.52300145,-0.03110494,-1.73641788,-2.05476496,0.56026575,15.60000000
-0.39429307,-0.48772236,2.42256516,-0.27259857,0.46910400,-1.69767227,1.04637334,-0.93763838,-0.63796180,1.79819419,0.76033959,-0.41932127,2.38673014,8.10000000
0.24619812,-0.48772236,1.01599907,-0.27259857,-0.19604741,0.66298716,0.22492413,-0.22025881,1.66124525,1.53092646,0.80657583,0.39905844,-0.68868266,23.70000000
-0.40726656,1.22906036,-0.68968118,-0.27259857,-0.93030547,0.81115166,-0.91657023,0.22449655,-0.63796180,-0.91605809,-0.39556665,0.44105193,-1.35590987,32.00000000
-0.37549071,0.45650813,-0.76993132,-0.27259857,-1.06851875,2.81279710,-2.13985390,2.42992413,-0.29308074,-0.46467259,0.29797709,0.44105193,-1.27741255,42.80000000
1.25053385,-0.48772236,1.01599907,-0.27259857,0.51229565,-0.07926001,0.69076762,-0.87650591,1.66124525,1.53092646,0.80657583,0.29215595,0.06405055,21.40000000
-0.37043266,-0.48772236,-0.72032214,-0.27259857,-0.43792065,1.25137119,0.40272699,-0.27540163,-0.17812039,-0.60127610,-0.48803915,0.16891656,-0.88212248,31.60000000
0.75318185,-0.48772236,1.01599907,-0.27259857,0.25314575,0.78123383,0.91479923,-0.81138034,1.66124525,1.53092646,0.80657583,-3.01897063,0.98639405,14.10000000
1.26271323,-0.48772236,1.01599907,-0.27259857,0.36544404,0.80830234,1.11749449,-1.10739270,1.66124525,1.53092646,0.80657583,-1.94413458,0.99900969,27.50000000
-0.38910810,-0.48772236,-0.07978012,-0.27259857,-0.56749561,-0.71465778,0.14669087,0.26613889,-0.63796180,-0.77945458,0.06679585,0.35914818,0.75791078,22.50000000
-0.27269369,-0.48772236,-0.43725801,-0.27259857,-0.14421743,-1.01811008,1.04992940,0.00135828,-0.63796180,-0.60127610,1.17646583,0.21814653,1.17282518,13.60000000
2.21270516,-0.48772236,1.01599907,-0.27259857,1.25519204,-1.83016553,0.74410848,-1.08224567,1.66124525,1.53092646,0.80657583,0.44105193,2.71053158,7.40000000
-0.40409363,-0.48772236,-0.16440754,-0.27259857,-0.06647246,-0.52945215,0.86501442,-0.68531244,-0.40804109,0.14113426,-0.30309415,0.41967143,0.49858928,18.80000000
-0.35110866,0.37066900,-1.04569998,-0.27259857,0.17540078,2.86693413,-0.05600439,-0.65289227,-0.52300145,-0.85666526,-2.52243411,0.30553246,-0.73073480,50.00000000
-0.41645932,3.37503876,-1.33022321,-0.27259857,-1.24992368,0.63164467,-1.15482606,3.96051769,-0.52300145,-1.31399004,-0.67298414,0.30465531,-1.14284572,30.10000000
2.60201461,-0.48772236,1.01599907,-0.27259857,1.07378711,-1.39706929,0.72988425,-1.02087552,1.66124525,1.53092646,0.80657583,-2.51428122,1.96060184,10.40000000
-0.26070876,-0.48772236,-0.43725801,-0.27259857,-0.14421743,-0.30293142,1.11749449,0.18061998,-0.63796180,-0.60127610,1.17646583,0.21990082,0.05423839,14.50000000
-0.35146379,-0.48772236,-0.72032214,-0.27259857,-0.41200566,2.92392048,0.16802722,0.02061073,-0.17812039,-0.60127610,-0.48803915,0.32055363,-1.42739850,41.70000000
0.77305777,-0.48772236,1.01599907,-0.27259857,0.51229565,-0.14194499,1.00014460,-0.77225746,1.66124525,1.53092646,0.80657583,0.25246497,0.75370557,14.60000000
-0.40359528,0.79986468,-0.90562701,-0.27259857,-1.09443374,0.15438401,-2.16119024,1.54041340,-0.40804109,-0.64285108,-0.85792914,0.19775282,-1.04612581,23.70000000
0.33188113,-0.48772236,1.01599907,-0.27259857,0.25314575,0.19997309,0.22136807,-0.75804392,1.66124525,1.53092646,0.80657583,-2.83674300,-0.08733713,16.10000000
-0.41739431,3.37503876,-1.19160933,-0.27259857,-1.33630698,1.14452179,-1.69890281,1.66961873,-0.98284286,-0.73194032,-1.45900038,0.41714963,-0.67326355,32.20000000
0.39924500,-0.48772236,1.01599907,-0.27259857,1.41068198,-0.39695890,0.95035980,-0.91291919,1.66124525,1.53092646,0.80657583,-0.40232651,0.42710065,14.20000000
0.15188824,-0.48772236,1.01599907,-0.27259857,0.65914726,-1.87290529,1.11749449,-1.17061680,1.66124525,1.53092646,0.80657583,0.20663395,-1.31666121,50.00000000
0.25968510,-0.48772236,1.01599907,-0.27259857,-0.19604741,-0.06073945,-0.13779370,-0.17628717,1.66124525,1.53092646,0.80657583,0.44105193,-0.26816131,23.00000000
0.24428505,-0.48772236,1.01599907,-0.27259857,0.24450742,-0.24309576,0.39917093,-0.11843474,1.66124525,1.53092646,0.80657583,0.39478234,0.32617553,19.10000000
1.86478930,-0.48772236,1.01599907,-0.27259857,1.00468047,1.46506999,1.04281728,-1.17831778,1.66124525,1.53092646,0.80657583,0.44105193,0.11030790,15.00000000
5.53568580,-0.48772236,1.01599907,-0.27259857,0.36544404,-0.75169891,1.11749449,-1.13234958,1.66124525,1.53092646,0.80657583,-3.88219457,-0.35647080,15.00000000
-0.41490837,-0.48772236,-0.86769058,-0.27259857,-0.34289902,-0.55509601,-0.31915262,0.86515154,-0.52300145,-1.09423658,0.80657583,0.41813642,-0.29339259,18.50000000
9.94173502,-0.48772236,1.01599907,-0.27259857,1.00468047,0.97356275,0.82945385,-1.13068579,1.66124525,1.53092646,0.80657583,0.44105193,0.63876307,10.40000000
-0.41605644,3.16044092,-1.51698717,-0.27259857,-1.24992368,0.14013742,-1.16905029,2.56345533,-0.86788250,-0.56564040,-0.53427539,0.44105193,-0.96482502,24.70000000
-0.35440035,0.37066900,-1.04569998,-0.27259857,0.79736054,1.31263151,0.81878568,-0.88653620,-0.52300145,-0.85666526,-2.52243411,0.34226306,-0.63822010,36.50000000
0.02980098,-0.48772236,1.01599907,3.66839786,1.85987514,0.15723333,0.79744934,-0.61315141,1.66124525,1.53092646,0.80657583,0.38009010,0.08647836,21.70000000
-0.37985363,-0.48772236,-0.72032214,-0.27259857,-0.41200566,2.79570120,0.06490156,-0.06804562,-0.17812039,-0.60127610,-0.48803915,0.24424170,-1.21994130,48.30000000
0.11202579,-0.48772236,1.01599907,-0.27259857,1.41068198,-3.88024936,0.68721157,-1.03718068,1.66124525,1.53092646,0.80657583,-0.02164399,-0.77559041,27.50000000
0.73717749,-0.48772236,1.01599907,-0.27259857,1.60072524,-0.04791752,0.99658854,-0.75918481,1.66124525,1.53092646,0.80657583,0.34917061,0.53082925,12.60000000
-0.41040922,-0.48772236,-1.30687771,-0.27259857,-0.83528384,1.22857665,-0.51117971,1.07773662,-0.75292215,-1.10611514,0.11303210,0.44105193,-1.02650148,36.20000000
-0.41071545,-0.48772236,-1.03402724,-0.27259857,-0.38609067,0.81969961,0.20714385,-0.41820252,-0.52300145,-0.66660821,-0.85792914,0.37932260,-0.80362516,29.90000000
-0.35551466,0.37066900,-1.04569998,-0.27259857,0.17540078,1.68874140,-0.56807662,-0.43878601,-0.52300145,-0.85666526,-2.52243411,0.36868717,-1.33067859,43.50000000
0.05177394,-0.48772236,1.01599907,-0.27259857,-0.19604741,-0.07926001,0.78678117,-0.33073460,1.66124525,1.53092646,0.80657583,0.42383789,0.03040885,19.60000000
-0.41335043,2.94584308,-1.13324559,-0.27259857,-1.35358364,-0.70895915,-1.33262892,1.33885689,-0.63796180,-0.42309761,-1.08911039,0.44105193,-0.33824820,19.40000000
-0.09478270,-0.48772236,1.23194490,-0.27259857,2.73234648,-1.96835742,1.03926123,-1.16424685,-0.52300145,-0.03110494,-1.73641788,0.44105193,2.33206237,11.80000000
-0.41478145,3.58963660,-1.41047335,-0.27259857,-1.31039199,0.98353536,-1.89448595,1.83414399,-0.75292215,-0.03704422,-0.67298414,0.44105193,-1.13443529,34.90000000
-0.14703412,-0.48772236,1.23194490,-0.27259857,2.73234648,-1.56517901,0.89701894,-1.07692154,-0.52300145,-0.03110494,-1.73641788,0.00346439,2.19609380,17.80000000
-0.38457751,-0.48772236,1.56899549,-0.27259857,0.59867895,-0.15761624,0.88990683,-1.03779866,-0.63796180,0.17083068,1.26893833,0.34434629,1.61297086,14.00000000
-0.38827441,-0.48772236,1.56899549,-0.27259857,0.59867895,-0.84287706,0.97525220,-0.95394354,-0.63796180,0.17083068,1.26893833,0.38853266,0.63595959,16.20000000
0.37346337,-0.48772236,1.01599907,-0.27259857,1.36749033,-0.29010950,0.56274956,-0.51223054,1.66124525,1.53092646,0.80657583,0.44105193,0.28692687,20.00000000
-0.41383714,-0.48772236,-0.86769058,-0.27259857,-0.34289902,-0.35279448,-1.21172297,1.04118073,-0.52300145,-1.09423658,0.80657583,0.44105193,-0.65083574,21.10000000
-0.39175357,-0.48772236,-0.61672651,-0.27259857,-0.92166714,-0.36276709,0.60186619,0.90051900,-0.75292215,-1.04078303,-0.25685790,0.39544020,0.86163938,16.60000000
-0.41097743,-0.48772236,-0.75534039,-0.27259857,-0.48111231,-0.50095898,-0.01333170,-0.20666326,-0.52300145,-0.76757602,0.34421334,0.44105193,-0.41674552,18.90000000
0.57035486,-0.48772236,1.01599907,-0.27259857,0.25314575,0.09027437,0.62320254,-0.82825594,1.66124525,1.53092646,0.80657583,-2.99572619,0.69903779,14.50000000
-0.40159372,-0.48772236,-0.16440754,-0.27259857,-0.06647246,-0.78874003,-0.12001342,-0.49240765,-0.40804109,0.14113426,-0.30309415,0.38184440,0.13413745,19.30000000
-0.41510165,0.71402554,0.56951647,-0.27259857,-0.78345386,-0.10490387,-1.41086218,-0.06139045,-0.63796180,-0.82102956,-0.11814915,0.43480225,-0.90314855,25.00000000
-0.39865017,0.04877224,-0.47665354,-0.27259857,-0.26515405,-0.39980821,0.61609042,1.32963473,-0.52300145,-0.57751897,-1.50523663,0.32932512,0.62334395,18.90000000
-0.41590275,2.08745172,-1.19744570,-0.27259857,-1.32766865,0.73422009,-2.08651304,1.15255972,-0.98284286,-0.85072598,-1.32029163,0.40234775,-1.06855362,31.10000000
1.42828765,-0.48772236,1.01599907,-0.27259857,1.07378711,-0.55367135,0.95391585,-0.89628127,1.66124525,1.53092646,0.80657583,-3.82649563,1.64521083,8.30000000
1.77186037,-0.48772236,1.01599907,-0.27259857,0.36544404,-2.36013855,1.11749449,-1.06537007,1.66124525,1.53092646,0.80657583,-3.59503802,3.04414519,17.90000000
-0.32641571,-0.48772236,-0.18045756,-0.27259857,-0.09238745,-0.23169849,-0.56096451,-0.54892904,-0.63796180,-0.61909395,-0.02567665,0.44105193,-0.93538852,22.10000000
-0.41445892,-0.48772236,-0.86769058,-0.27259857,-0.34289902,-0.59213714,-0.79210822,0.68265733,-0.52300145,-1.09423658,0.80657583,0.44105193,-0.39992467,19.50000000
-0.41344940,0.71402554,0.56951647,-0.27259857,-0.78345386,-0.05076684,0.31026950,-0.08558674,-0.63796180,-0.82102956,-0.11814915,0.44105193,-0.28918738,20.60000000
-0.41431803,2.94584308,-1.09385007,-0.27259857,-1.40541362,-0.58216453,-1.75935578,2.57899990,-0.98284286,-0.55376183,-0.95040164,0.42219324,-0.47702025,20.90000000
-0.40324480,-0.48772236,-0.16440754,-0.27259857,-0.06647246,-0.58786316,0.16091510,-0.62631913,-0.40804109,0.14113426,-0.30309415,-0.19784123,0.38084330,20.40000000
0.07319615,-0.48772236,1.01599907,3.66839786,1.85987514,-0.68616461,0.72632819,-0.89861058,1.66124525,1.53092646,0.80657583,-0.03984482,0.27851644,16.80000000
0.69885318,-0.48772236,1.01599907,-0.27259857,1.19472373,0.17005526,1.11749449,-1.02491616,1.66124525,1.53092646,0.80657583,0.21310292,1.07330179,12.10000000
-0.37334709,-0.48772236,2.11761463,-0.27259857,0.22723076,-0.95684976,0.96102797,-0.96872752,-0.86788250,-1.30805076,0.29797709,0.02868241,2.04750959,15.70000000
-0.41637898,3.58963660,-1.41047335,-0.27259857,-1.31039199,1.21148075,-1.94427075,1.83414399,-0.75292215,-0.03704422,-0.67298414,0.30290102,-1.14985441,32.90000000
-0.40870340,1.44365820,-1.12303194,-0.27259857,-1.01668877,1.28271368,-1.05525646,0.36682207,-0.52300145,-0.06080135,-1.50523663,0.44105193,-1.01809105,34.90000000
-0.31583851,-0.48772236,1.56899549,-0.27259857,0.59867895,-0.92265795,0.92902345,-0.86286282,-0.63796180,0.17083068,1.26893833,0.44105193,0.79715944,14.30000000
0.60528501,-0.48772236,1.01599907,-0.27259857,0.25314575,-1.02523337,0.07201367,-0.82312196,1.66124525,1.53092646,0.80657583,-3.87068199,0.63175438,11.70000000
-0.34687498,-0.48772236,-0.72032214,-0.27259857,-0.41200566,0.47493221,0.43473151,-0.24859082,-0.17812039,-0.60127610,-0.48803915,0.44105193,-0.70830699,30.10000000
-0.40371987,0.58526684,-0.87644514,-0.27259857,-0.87847549,0.68008306,-0.89523388,1.98982739,-0.17812039,-0.73787960,0.57539459,0.42657898,-0.44197680,25.00000000
-0.41677370,2.08745172,-1.19744570,-0.27259857,-1.32766865,0.45498699,-1.77002395,1.15255972,-0.98284286,-0.85072598,-1.32029163,0.21957189,-1.15966657,29.10000000
-0.40680547,0.97154295,-0.73637217,-0.27259857,-1.05124209,0.99350797,-1.80914058,0.80653853,-0.29308074,-0.47061187,-1.08911039,0.37011253,-1.09238316,33.10000000
-0.41042901,-0.48772236,-1.26602310,-0.27259857,-0.57613394,-0.20035600,-0.22669513,-0.56908469,-0.75292215,-1.27835435,-0.30309415,0.44105193,-0.44898549,36.20000000
-0.40510548,0.37066900,-0.60943104,-0.27259857,-0.78345386,0.36095952,-0.35115713,0.05821243,-0.75292215,-1.10017586,0.06679585,0.41978108,-0.69008440,24.40000000
-0.40816895,0.04877224,-0.47665354,-0.27259857,-0.26515405,-0.38841095,-0.07022862,0.83924392,-0.52300145,-0.57751897,-1.50523663,0.42679827,-0.03126762,22.90000000
-0.41611001,3.58963660,-1.23392304,-0.27259857,-1.19722987,2.49224890,-1.30418046,0.62889308,-0.63796180,-1.09423658,-1.73641788,0.37142826,-1.36992725,50.00000000
0.21510460,-0.48772236,1.01599907,-0.27259857,1.36749033,0.52764458,1.05348546,-0.68445678,1.66124525,1.53092646,0.80657583,-0.01517502,0.71165343,15.20000000
-0.38372868,-0.48772236,-0.72032214,-0.27259857,-0.43792065,1.99646768,-1.83403298,-0.19962779,-0.17812039,-0.60127610,-0.48803915,0.22845302,-1.22414651,46.70000000
2.49786109,-0.48772236,1.01599907,-0.27259857,1.19472373,-0.42402741,1.11749449,-1.04877969,1.66124525,1.53092646,0.80657583,0.44105193,1.97882444,5.60000000
-0.14140436,-0.48772236,1.23194490,-0.27259857,2.73234648,-0.22030122,1.11749449,-1.12944983,-0.52300145,-0.03110494,-1.73641788,-2.01485470,2.12320343,13.80000000
1.23918117,-0.48772236,1.01599907,-0.27259857,1.19472373,0.08315108,1.11749449,-1.05576761,1.66124525,1.53092646,0.80657583,0.44105193,1.07470353,7.20000000
-0.40161817,0.04877224,-0.47665354,-0.27259857,-0.26515405,-0.16046556,0.97880825,1.02463789,-0.52300145,-0.57751897,-1.50523663,0.44105193,0.91070021,27.10000000
-0.40513808,-0.48772236,-0.37597609,-0.27259857,-0.29970737,0.70715158,0.09690607,-0.44634438,-0.52300145,-0.14395131,1.13022958,0.42657898,-0.69849483,26.50000000
-0.38539025,-0.48772236,-0.54814912,-0.27259857,-0.53294229,-0.82150718,0.20358779,0.44021907,-0.52300145,-0.72006176,0.52915834,0.37778758,-0.12798753,18.50000000
-0.41387091,-0.48772236,-1.12740922,-0.27259857,-0.56749561,0.17147991,0.18936356,-0.33415726,-0.86788250,-0.82102956,-0.30309415,0.40432133,-0.62420272,22.00000000
-0.41283811,2.94584308,-1.09385007,-0.27259857,-1.40541362,-0.25164371,-1.30062440,2.57899990,-0.98284286,-0.55376183,-0.95040164,0.39708486,-0.85268599,21.90000000
-0.35350262,-0.48772236,1.56899549,-0.27259857,0.59867895,0.07175381,1.05348546,-0.80068453,-0.63796180,0.17083068,1.26893833,0.41660141,0.60371962,18.10000000
-0.39845572,0.58526684,-0.87644514,-0.27259857,-0.87847549,-0.45394524,0.88279471,1.43725830,-0.17812039,-0.73787960,0.57539459,0.23470271,0.25048169,16.00000000
-0.39774312,-0.48772236,-0.21109853,-0.27259857,0.26178408,-1.01953474,0.17513933,-0.66320778,-0.40804109,-0.10237633,0.34421334,0.42866221,0.34299638,17.50000000
0.26527877,-0.48772236,1.01599907,-0.27259857,1.19472373,0.17147991,0.97525220,-1.00694720,1.66124525,1.53092646,0.80657583,0.44105193,0.94153844,12.50000000
-0.41028346,-0.48772236,0.40172073,-0.27259857,-0.04055747,0.50912402,0.58764196,-0.17776081,-0.52300145,-0.78539387,-0.95040164,0.39587878,-0.41534378,28.70000000
-0.41128716,-0.48772236,-0.86769058,-0.27259857,-0.34289902,-0.45109593,-0.35826925,0.48352520,-0.52300145,-1.09423658,0.80657583,0.44105193,-0.47141330,18.70000000
-0.41627185,3.16044092,-1.01943630,-0.27259857,-1.08579541,0.32961703,-1.45353486,2.25337204,-0.63796180,-0.33994765,-0.25685790,0.39204125,-0.88212248,23.10000000
0.32595096,-0.48772236,1.01599907,-0.27259857,0.25314575,-0.17471214,1.02503700,-0.75538185,1.66124525,1.53092646,0.80657583,-0.59113276,1.60456043,13.30000000
-0.36308660,-0.48772236,-0.18045756,-0.27259857,-0.09238745,-0.24452042,-0.34760108,0.09833358,-0.63796180,-0.61909395,-0.02567665,0.43370581,0.01078452,21.00000000
-0.25382379,-0.48772236,1.23194490,3.66839786,2.73234648,-0.22172588,0.97525220,-0.97243540,-0.52300145,-0.03110494,-1.73641788,-0.39092358,0.34579986,17.00000000
1.17419729,-0.48772236,1.01599907,-0.27259857,1.60072524,-0.49810966,0.68721157,-0.93858912,1.66124525,1.53092646,0.80657583,-3.15470939,2.99508436,8.40000000
-0.25683487,-0.48772236,-0.43725801,-0.27259857,-0.14421743,-0.47673978,0.47740419,0.09267669,-0.63796180,-0.60127610,1.17646583,-1.36039215,2.11058779,13.20000000
-0.40777889,-0.48772236,-0.04768006,-0.27259857,-1.22400869,-0.31290404,-2.16119024,0.70937307,-0.63796180,-0.61315466,0.34421334,0.37537543,-0.99986846,22.80000000
-0.39893428,-0.48772236,-0.54814912,-0.27259857,-0.53294229,0.20139775,-0.57874479,0.35431986,-0.52300145,-0.72006176,0.52915834,0.44105193,-0.76437651,23.80000000
-0.37756330,-0.48772236,-0.54814912,-0.27259857,-0.53294229,-0.34709584,-0.66409017,0.44021907,-0.52300145,-0.72006176,0.52915834,0.44105193,-0.69428961,20.40000000
-0.41428310,0.37066900,-1.13908197,-0.27259857,-0.96572262,2.18737194,-0.14490582,0.42766932,-0.52300145,-1.14175084,-1.64394538,0.33590374,-1.24657432,45.40000000
-0.40086947,-0.48772236,-0.16440754,-0.27259857,-0.06647246,-0.37558902,0.49874053,-0.49801700,-0.40804109,0.14113426,-0.30309415,0.41484712,-0.32983778,19.20000000
-0.41431454,0.58526684,-0.91584067,-0.27259857,-1.11171040,-0.16758885,-0.77788400,0.76327993,-0.63796180,-0.75569745,0.25174084,0.37241505,-0.72092263,22.90000000
0.66894965,-0.48772236,1.01599907,-0.27259857,1.07378711,0.13586345,0.96102797,-0.86842464,1.66124525,1.53092646,0.80657583,-3.24494606,1.60175696,9.50000000
-0.40609287,0.79986468,-0.90562701,-0.27259857,-1.09443374,-0.27016428,-0.12356947,1.20794023,-0.40804109,-0.64285108,-0.85792914,0.41605320,-0.03547283,20.10000000
-0.40187899,-0.48772236,-0.16440754,-0.27259857,-0.06647246,-0.04364355,0.55563745,-0.73137571,-0.40804109,0.14113426,-0.30309415,0.35158277,-0.30881171,18.50000000
-0.38797866,-0.48772236,-0.18045756,-0.27259857,-0.09238745,-0.37273970,0.77611300,-0.45685003,-0.63796180,-0.61909395,-0.02567665,0.43447332,-0.13079100,19.40000000
-0.32696414,0.37066900,-1.04569998,-0.27259857,0.79736054,1.03909705,0.56986168,-0.79013134,-0.52300145,-0.85666526,-2.52243411,0.30037921,0.29954251,30.70000000
-0.39617121,0.45650813,-0.76993132,-0.27259857,-1.06851875,-0.96824703,0.05778944,1.97746779,-0.29308074,-0.46467259,0.29797709,0.35585887,0.81398030,18.50000000
-0.18438733,-0.48772236,1.23194490,-0.27259857,0.43455068,2.34265974,0.98236431,-0.83148845,-0.52300145,-0.03110494,-1.73641788,0.13843564,-1.25498475,50.00000000
-0.34584335,-0.48772236,-0.72032214,3.66839786,-0.41200566,0.84676813,0.32449373,-0.24859082,-0.17812039,-0.60127610,-0.48803915,0.36967396,-0.38170208,27.50000000
-0.40625938,1.22906036,-0.68968118,3.66839786,-0.93030547,1.39953569,-0.69609468,0.47164097,-0.63796180,-0.91605809,-0.39556665,0.35717459,-0.92557636,33.20000000
-0.36454324,-0.48772236,-0.72032214,-0.27259857,-0.43792065,1.60611120,0.29604527,-0.05872838,-0.17812039,-0.60127610,-0.48803915,0.21343185,-1.03771538,31.70000000
0.24132986,-0.48772236,1.01599907,-0.27259857,1.60072524,-0.09350660,1.11749449,-0.85102612,1.66124525,1.53092646,0.80657583,0.42778506,0.55185532,18.40000000
-0.41424002,2.94584308,-0.90270883,-0.27259857,-1.24128535,0.49202812,-1.60644532,0.62827510,-0.63796180,-0.96951164,0.34421334,0.44105193,-1.11481096,27.90000000
-0.39849880,-0.48772236,-0.16440754,-0.27259857,-0.06647246,-0.50808227,0.69787974,-0.63316445,-0.40804109,0.14113426,-0.30309415,-0.12898506,0.43551108,18.30000000
-0.32498353,-0.48772236,-0.43725801,-0.27259857,-0.14421743,-1.18052117,-1.13704577,0.00069276,-0.63796180,-0.60127610,1.17646583,-0.74211198,-0.13499622,20.20000000
-0.39760805,-0.48772236,-0.21109853,-0.27259857,0.26178408,-0.87564421,-1.41441823,-0.47367810,-0.40804109,-0.10237633,0.34421334,0.40147060,0.69343084,23.10000000
0.95694783,-0.48772236,1.01599907,-0.27259857,1.41068198,0.76841190,0.28182105,-0.95123394,1.66124525,1.53092646,0.80657583,-3.37947874,1.41392409,8.40000000
-0.35788533,0.37066900,-1.04569998,-0.27259857,0.79736054,3.01082466,0.81522962,-0.71616390,-0.52300145,-0.85666526,-2.52243411,0.33096977,-0.94520069,48.80000000
0.87495240,-0.48772236,1.01599907,-0.27259857,0.97876548,-1.96408344,1.11749449,-1.24586773,1.66124525,1.53092646,0.80657583,0.44105193,3.10021470,13.80000000
-0.40197330,-0.48772236,-0.61672651,-0.27259857,-0.92166714,-0.16473953,-2.20386293,0.91549313,-0.75292215,-1.04078303,-0.25685790,0.29270416,-0.95921806,25.30000000
-0.41489905,1.87285388,-1.07342276,-0.27259857,-0.61068726,0.83964483,-1.43931063,1.26940546,-0.52300145,-0.22710128,-0.39556665,0.34314021,-1.12742660,31.20000000
-0.41554062,-0.48772236,-1.34919142,-0.27259857,-0.31698403,0.36380884,-0.31559656,1.17504468,-0.98284286,0.08174143,-1.18158288,0.36495929,-0.56112452,16.50000000
-0.40698129,-0.48772236,2.11761463,-0.27259857,0.22723076,-0.57789055,0.96814008,-0.85031307,-0.86788250,-1.30805076,0.29797709,0.24895637,0.69062737,18.80000000
-0.40262885,-0.48772236,-0.07978012,3.66839786,-0.56749561,-0.31432869,-0.33693290,0.21113868,-0.63796180,-0.77945458,0.06679585,0.27022723,0.28131992,24.40000000
-0.38892529,-0.48772236,-0.18045756,-0.27259857,-0.09238745,-0.82578116,0.32449373,0.07128508,-0.63796180,-0.61909395,-0.02567665,0.43578904,-0.16162924,16.20000000
0.40248546,-0.48772236,1.01599907,-0.27259857,0.51229565,-0.25876701,0.58764196,-0.84294485,1.66124525,1.53092646,0.80657583,-3.88307172,1.49101967,13.40000000
-0.36700939,-0.48772236,-0.72032214,-0.27259857,-0.43792065,0.38090474,-1.67756646,-0.19962779,-0.17812039,-0.60127610,-0.48803915,0.25948216,-1.24657432,31.50000000
-0.40885011,0.79986468,-0.90562701,-0.27259857,-1.09443374,0.27975397,-1.78069212,1.13844126,-0.40804109,-0.64285108,-0.85792914,0.24928530,-0.88212248,23.70000000
-0.01391206,-0.48772236,1.01599907,3.66839786,1.41068198,3.55504427,0.50940871,-0.89861058,1.66124525,1.53092646,0.80657583,-0.02328864,-1.03210843,21.90000000
-0.41220818,0.41358857,-0.80203138,-0.27259857,-0.99941211,0.32249373,-1.68823464,1.43545190,-0.63796180,-0.98139020,-0.76545664,0.44105193,-1.03351017,25.00000000
